Brand Name,Model Name,Model ID,City,Variant Name,Version ID,Transmission Type,Fuel Type,Ex-Showroom Price,On-Road Price
Mahindra,Scorpio N,1264,235,Z8 Diesel MT 2WD 7 STR,17597,Manual,Diesel,1929700,Rs. 22.79 Lakh
Mahindra,Scorpio N,1264,235,Z8 Petrol AT 7 STR,17589,Automatic (TC),Petrol,2035000,Rs. 23.26 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Petrol MT 7 STR,17587,Manual,Petrol,2054500,Rs. 23.48 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Petrol MT 6 STR,17591,Manual,Petrol,2078800,Rs. 23.75 Lakh
Mahindra,Scorpio N,1264,235,Z8 Diesel AT 2WD 7 STR,17601,Automatic (TC),Diesel,2083000,Rs. 24.56 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Diesel MT 2WD 7 STR,17599,Manual,Diesel,2094899,Rs. 24.70 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Petrol AT 7 STR,17593,Automatic (TC),Petrol,2196200,Rs. 25.07 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Diesel MT 2WD 6 STR,17603,Manual,Diesel,2128800,Rs. 25.09 Lakh
Mahindra,Scorpio N,1264,235,Z8 Diesel MT 4WD 7 STR,17605,Manual,Diesel,2136700,Rs. 25.19 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Petrol AT 6 STR,17595,Automatic (TC),Petrol,2214700,Rs. 25.28 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Diesel AT 2WD 7 STR,17607,Automatic (TC),Diesel,2241100,Rs. 26.39 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Diesel AT 2WD 6 STR,17609,Automatic (TC),Diesel,2264701,Rs. 26.67 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Diesel MT 4WD 7 STR,17611,Manual,Diesel,2298100,Rs. 27.05 Lakh
Mahindra,Scorpio N,1264,235,Z8 Diesel AT 4WD 7 STR,17613,Automatic (TC),Diesel,2309100,Rs. 27.18 Lakh
Mahindra,Scorpio N,1264,235,Z8 L Diesel AT 4WD 7 STR,17615,Automatic (TC),Diesel,2454100,Rs. 28.86 Lakh
Mahindra,XUV700,1290,235,MX Petrol MT 5 STR,16215,Manual,Petrol,1399001,Rs. 15.91 Lakh
Mahindra,XUV700,1290,235,MX Petrol MT 5 STR (ESP),16295,Manual,Petrol,1448999,Rs. 16.46 Lakh
Mahindra,XUV700,1290,235,MX Petrol MT 7 STR,17303,Manual,Petrol,1449000,Rs. 16.46 Lakh
Mahindra,XUV700,1290,235,MX Diesel MT 5 STR,16233,Manual,Diesel,1459000,Rs. 17.01 Lakh
Mahindra,XUV700,1290,235,MX Petrol MT 7 STR (ESP),17305,Manual,Petrol,1499000,Rs. 17.02 Lakh
Mahindra,XUV700,1290,235,MX Diesel MT 7 STR,17307,Manual,Diesel,1499000,Rs. 17.47 Lakh
Mahindra,XUV700,1290,235,MX Diesel MT 5 STR (ESP),16303,Manual,Diesel,1509000,Rs. 17.92 Lakh
Mahindra,XUV700,1290,235,MX Diesel MT 7 STR (ESP),17309,Manual,Diesel,1549000,Rs. 18.38 Lakh
Mahindra,XUV700,1290,235,AX3 Petrol MT 5 STR,16217,Manual,Petrol,1639000,Rs. 18.82 Lakh
Mahindra,XUV700,1290,235,AX5 Select Petrol MT 7 STR,17383,Manual,Petrol,1689000,Rs. 19.38 Lakh
Mahindra,XUV700,1290,235,AX3 Petrol MT 5 STR (ESP),16297,Manual,Petrol,1689001,Rs. 19.38 Lakh
Mahindra,XUV700,1290,235,AX5 Select Petrol MT 7 STR (ESP),17689,Manual,Petrol,1738998,Rs. 19.95 Lakh
Mahindra,XUV700,1290,235,AX3 Diesel MT 5 STR,16235,Manual,Diesel,1699000,Rs. 20.12 Lakh
Mahindra,XUV700,1290,235,AX5 Petrol MT 5 STR,16219,Manual,Petrol,1769000,Rs. 20.28 Lakh
Mahindra,XUV700,1290,235,AX3 Petrol AT 5 STR,16221,Automatic (TC),Petrol,1799000,Rs. 20.62 Lakh
Mahindra,XUV700,1290,235,AX3 Diesel MT 5 STR (ESP),16305,Manual,Diesel,1748998,Rs. 20.70 Lakh
Mahindra,XUV700,1290,235,AX5 Select Diesel MT 7 STR,17385,Manual,Diesel,1749000,Rs. 20.70 Lakh
Mahindra,XUV700,1290,235,AX5 Petrol MT 7 STR,16223,Manual,Petrol,1819000,Rs. 20.84 Lakh
Mahindra,XUV700,1290,235,AX5 Petrol MT 5 STR (ESP),16299,Manual,Petrol,1819000,Rs. 20.84 Lakh
Mahindra,XUV700,1290,235,AX5 Select Petrol AT 7 STR,17687,Automatic (TC),Petrol,1849000,Rs. 21.18 Lakh
Mahindra,XUV700,1290,235,AX5 Select Diesel MT 7 STR (ESP),17691,Manual,Diesel,1798998,Rs. 21.28 Lakh
Mahindra,XUV700,1290,235,AX5 Petrol MT 7 STR (ESP),16301,Manual,Petrol,1868999,Rs. 21.40 Lakh
Mahindra,XUV700,1290,235,AX5 Diesel MT 5 STR,16239,Manual,Diesel,1829000,Rs. 21.62 Lakh
Mahindra,XUV700,1290,235,AX3 Diesel AT 5 STR,16241,Automatic (TC),Diesel,1858999,Rs. 21.97 Lakh
Mahindra,XUV700,1290,235,AX5 Petrol AT 5 STR,16225,Automatic (TC),Petrol,1929000,Rs. 22.07 Lakh
Mahindra,XUV700,1290,235,AX5 Diesel MT 7 STR,16243,Manual,Diesel,1878999,Rs. 22.20 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol MT 7 STR,16227,Manual,Petrol,1949000,Rs. 22.30 Lakh
Mahindra,XUV700,1290,235,AX5 Select Diesel AT 7 STR,17685,Automatic (TC),Diesel,1899000,Rs. 22.43 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol MT 7 STR Dual Tone,17709,Manual,Petrol,1964000,Rs. 22.47 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol MT 6 STR,16261,Manual,Petrol,1968999,Rs. 22.52 Lakh
Mahindra,XUV700,1290,235,AX5 Petrol AT 7 STR,17707,Automatic (TC),Petrol,1978999,Rs. 22.64 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol MT 6 STR Dual Tone,17711,Manual,Petrol,1983999,Rs. 22.69 Lakh
Mahindra,XUV700,1290,235,AX5 Diesel AT 5 STR,16245,Automatic (TC),Diesel,1989000,Rs. 23.48 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel MT 7 STR,16249,Manual,Diesel,1999000,Rs. 23.59 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel MT 7 STR Dual Tone,17721,Manual,Diesel,2013999,Rs. 23.77 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel MT 6 STR,16267,Manual,Diesel,2019000,Rs. 23.82 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel MT 6 STR Dual Tone,17723,Manual,Diesel,2033999,Rs. 24.00 Lakh
Mahindra,XUV700,1290,235,AX5 Diesel AT 7 STR,16247,Automatic (TC),Diesel,2038999,Rs. 24.06 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol AT 7 STR,16229,Automatic (TC),Petrol,2129000,Rs. 24.32 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol AT 7 STR Dual Tone,17713,Automatic (TC),Petrol,2144000,Rs. 24.48 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol AT 6 STR,16263,Automatic (TC),Petrol,2148999,Rs. 24.54 Lakh
Mahindra,XUV700,1290,235,AX7 Petrol AT 6 STR Dual Tone,17715,Automatic (TC),Petrol,2163999,Rs. 24.71 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel AT 7 STR,16251,Automatic (TC),Diesel,2189000,Rs. 25.79 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel AT 7 STR Dual Tone,17725,Automatic (TC),Diesel,2204000,Rs. 25.97 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel AT 6 STR,16269,Automatic (TC),Diesel,2209000,Rs. 26.02 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel AT 6 STR Dual Tone,17727,Automatic (TC),Diesel,2224000,Rs. 26.20 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel 7 STR Blaze Editon MT,17229,Manual,Diesel,2273999,Rs. 26.78 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel MT 7 STR,16253,Manual,Diesel,2279000,Rs. 26.83 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Petrol 7 STR Blaze Editon AT,17227,Automatic (TC),Petrol,2364001,Rs. 26.95 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel MT 7 STR Dual Tone,17729,Manual,Diesel,2294000,Rs. 27.01 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel MT 6 STR,16271,Manual,Diesel,2299000,Rs. 27.06 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Petrol AT 7 STR,16231,Automatic (TC),Petrol,2378999,Rs. 27.12 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel AT AWD 7 STR,16255,Automatic (TC),Diesel,2309001,Rs. 27.18 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel MT 6 STR Dual Tone,17731,Manual,Diesel,2314000,Rs. 27.24 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Petrol AT 7 STR Dual Tone,17717,Automatic (TC),Petrol,2393999,Rs. 27.29 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Petrol AT 6 STR,16265,Automatic (TC),Petrol,2399000,Rs. 27.34 Lakh
Mahindra,XUV700,1290,235,AX7 Diesel AT AWD 7 STR Dual Tone,17733,Automatic (TC),Diesel,2324001,Rs. 27.35 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Petrol AT 6 STR Dual Tone,17719,Automatic (TC),Petrol,2414000,Rs. 27.51 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel 7 STR Blaze Editon AT,17231,Automatic (TC),Diesel,2414000,Rs. 28.40 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel AT 7 STR,16257,Automatic (TC),Diesel,2449000,Rs. 28.80 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel AT 7 STR Dual Tone,17735,Automatic (TC),Diesel,2464000,Rs. 28.97 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel AT 6 STR,16273,Automatic (TC),Diesel,2468999,Rs. 29.03 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel AT 6 STR Dual Tone,17737,Automatic (TC),Diesel,2483999,Rs. 29.21 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel AT AWD 7 STR,16259,Automatic (TC),Diesel,2548999,Rs. 29.96 Lakh
Mahindra,XUV700,1290,235,AX7 Luxury Pack Diesel AT AWD 7 STR Dual Tone,17739,Automatic (TC),Diesel,2563999,Rs. 30.13 Lakh
Mahindra,Scorpio,1985,235,S MT 7STR,13001,Manual,Diesel,1361600,Rs. 15.90 Lakh
Mahindra,Scorpio,1985,235,S MT 9STR,13005,Manual,Diesel,1386600,Rs. 16.19 Lakh
Mahindra,Scorpio,1985,235,S11 MT 7S CC,13007,Manual,Diesel,1734800,Rs. 20.53 Lakh
Mahindra,Scorpio,1985,235,S11 MT 7S,13003,Manual,Diesel,1741801,Rs. 20.62 Lakh
Mahindra,Thar,1260,235,AX (O) Hard Top Diesel MT RWD,13269,Manual,Diesel,1135000,Rs. 12.89 Lakh
Mahindra,Thar,1260,235,LX Hard Top Diesel MT RWD,13271,Manual,Diesel,1285000,Rs. 14.56 Lakh
Mahindra,Thar,1260,235,LX Hard Top Petrol AT RWD,13259,Automatic (TC),Petrol,1409900,Rs. 16.03 Lakh
Mahindra,Thar,1260,235,AX (O) Convertible Top Petrol MT 4WD,13261,Manual,Petrol,1430000,Rs. 16.25 Lakh
Mahindra,Thar,1260,235,LX Hard Top Petrol MT 4WD,13263,Manual,Petrol,1500001,Rs. 17.27 Lakh
Mahindra,Thar,1260,235,AX (O) Convertible Top Diesel MT 4WD,13273,Manual,Diesel,1485000,Rs. 17.31 Lakh
Mahindra,Thar,1260,235,AX (O) Hard Top Diesel MT 4WD,13275,Manual,Diesel,1499899,Rs. 17.48 Lakh
Mahindra,Thar,1260,235,Earth Edition Petrol MT 4WD,16473,Manual,Petrol,1540000,Rs. 17.71 Lakh
Mahindra,Thar,1260,235,Earth Editon Diesel MT 4WD,16477,Manual,Diesel,1615000,Rs. 18.53 Lakh
Mahindra,Thar,1260,235,LX Convertible Top Diesel MT 4WD,13277,Manual,Diesel,1574900,Rs. 18.68 Lakh
Mahindra,Thar,1260,235,LX Hard Top Diesel MT 4WD,13279,Manual,Diesel,1575001,Rs. 18.68 Lakh
Mahindra,Thar,1260,235,LX Convertible Top Petrol AT 4WD,13265,Automatic (TC),Petrol,1649901,Rs. 18.95 Lakh
Mahindra,Thar,1260,235,LX Hard Top Petrol AT 4WD,13267,Automatic (TC),Petrol,1659800,Rs. 19.06 Lakh
Mahindra,Thar,1260,235,Earth Editon Petrol AT 4WD,16475,Automatic (TC),Petrol,1699000,Rs. 19.50 Lakh
Mahindra,Thar,1260,235,LX Convertible Top Diesel AT 4WD,13281,Automatic (TC),Diesel,1714900,Rs. 20.30 Lakh
Mahindra,Thar,1260,235,LX Hard Top Diesel AT 4WD,13283,Automatic (TC),Diesel,1720001,Rs. 20.36 Lakh
Mahindra,Thar,1260,235,Earth Editon Diesel AT 4WD,16479,Automatic (TC),Diesel,1760000,Rs. 20.83 Lakh
Mahindra,Bolero,2063,235,B4,12827,Manual,Diesel,979399,Rs. 11.06 Lakh
Mahindra,Bolero,2063,235,B6,12829,Manual,Diesel,999900,Rs. 11.28 Lakh
Mahindra,Bolero,2063,235,B6 (O),12831,Manual,Diesel,1090599,Rs. 12.39 Lakh
Mahindra,Bolero Neo Plus,2381,235,P4,15241,Manual,Diesel,1139000,Rs. 13.37 Lakh
Mahindra,Bolero Neo Plus,2381,235,P10,15245,Manual,Diesel,1249000,Rs. 14.62 Lakh
Mahindra,Bolero Neo,2065,235,N4,12833,Manual,Diesel,994600,Rs. 11.23 Lakh
Mahindra,Bolero Neo,2065,235,N8,12835,Manual,Diesel,1063801,Rs. 12.10 Lakh
Mahindra,Bolero Neo,2065,235,N10,12837,Manual,Diesel,1147500,Rs. 13.03 Lakh
Mahindra,Bolero Neo,2065,235,N10 (O),12839,Manual,Diesel,1215500,Rs. 13.79 Lakh
Mahindra,XUV400,1321,235,EC Pro 34.5 KWH,16153,Automatic,Electric,1549000,Rs. 16.46 Lakh
Mahindra,XUV400,1321,235,EL Pro 34.5 KWH,16155,Automatic,Electric,1674000,Rs. 17.77 Lakh
Mahindra,XUV400,1321,235,EL Pro 34.5 KWH Dual Tone,16349,Automatic,Electric,1694000,Rs. 17.98 Lakh
Mahindra,XUV400,1321,235,EL Pro 39.4 KWH,16157,Automatic,Electric,1749000,Rs. 18.55 Lakh
Mahindra,XUV400,1321,235,EL Pro 39.4 KWH Dual Tone,16347,Automatic,Electric,1769000,Rs. 18.76 Lakh
Mahindra,Marazzo,1365,235,M2 7 STR,14375,Manual,Diesel,1459400,Rs. 16.82 Lakh
Mahindra,Marazzo,1365,235,M2 8 STR,14377,Manual,Diesel,1459400,Rs. 16.82 Lakh
Mahindra,Marazzo,1365,235,M4 Plus 7 STR,14379,Manual,Diesel,1586001,Rs. 18.61 Lakh
Mahindra,Marazzo,1365,235,M4 Plus 8 STR,14381,Manual,Diesel,1594200,Rs. 18.71 Lakh
Mahindra,Marazzo,1365,235,M6 Plus 7 STR,14383,Manual,Diesel,1692001,Rs. 19.84 Lakh
Mahindra,Marazzo,1365,235,M6 Plus 8 STR,14385,Manual,Diesel,1700200,Rs. 19.93 Lakh
Tata,Curvv,2269,235,Smart 1.2 Revotron Petrol 6MT,15565,Manual,Petrol,999000,Rs. 11.21 Lakh
Tata,Curvv,2269,235,Pure Plus 1.2 Revotron Petrol 6MT,17831,Manual,Petrol,1099000,Rs. 12.42 Lakh
Tata,Curvv,2269,235,Pure Plus S 1.2 Revotron Petrol 6MT,17833,Manual,Petrol,1169990,Rs. 13.20 Lakh
Tata,Curvv,2269,235,Smart 1.5 Kryojet Diesel 6MT,17693,Manual,Diesel,1149000,Rs. 13.29 Lakh
Tata,Curvv,2269,235,Creative 1.2 Revotron Petrol 6MT,17835,Manual,Petrol,1219000,Rs. 13.74 Lakh
Tata,Curvv,2269,235,Pure Plus 1.2 Revotron Petrol 7DCA,17843,Automatic (DCT),Petrol,1249000,Rs. 14.08 Lakh
Tata,Curvv,2269,235,Creative S 1.2 Revotron Petrol 6MT,17839,Manual,Petrol,1269000,Rs. 14.30 Lakh
Tata,Curvv,2269,235,Pure Plus 1.5 Kryojet Diesel 6MT,17875,Manual,Diesel,1249000,Rs. 14.43 Lakh
Tata,Curvv,2269,235,Pure Plus S 1.2 Revotron Petrol 7DCA,17845,Automatic (DCT),Petrol,1319990,Rs. 14.86 Lakh
Tata,Curvv,2269,235,Pure Plus S 1.5 Kryojet Diesel 6MT,17877,Manual,Diesel,1319990,Rs. 15.23 Lakh
Tata,Curvv,2269,235,Creative Plus S 1.2 Revotron Petrol 6MT,17837,Manual,Petrol,1369000,Rs. 15.41 Lakh
Tata,Curvv,2269,235,Creative 1.2 Revotron Petrol 7DCA,17847,Automatic (DCT),Petrol,1369990,Rs. 15.42 Lakh
Tata,Curvv,2269,235,Creative S 1.2 Hyperion GDI Petrol 6MT,17849,Manual,Petrol,1399000,Rs. 15.71 Lakh
Tata,Curvv,2269,235,Creative 1.5 Kryojet Diesel 6MT,17879,Manual,Diesel,1369000,Rs. 15.79 Lakh
Tata,Curvv,2269,235,Creative S 1.2 Revotron Petrol 7DCA,17853,Automatic (DCT),Petrol,1419990,Rs. 15.97 Lakh
Tata,Curvv,2269,235,Pure Plus 1.5 Kryojet Diesel 7DCA,17889,Automatic (DCT),Diesel,1399000,Rs. 16.13 Lakh
Tata,Curvv,2269,235,Creative S 1.5 Kryojet Diesel 6MT,17881,Manual,Diesel,1419000,Rs. 16.36 Lakh
Tata,Curvv,2269,235,Accomplished S 1.2 Revotron Petrol 6MT,17841,Manual,Petrol,1469000,Rs. 16.51 Lakh
Tata,Curvv,2269,235,Creative Plus S 1.2 Hyperion GDI Petrol 6MT,17863,Manual,Petrol,1499000,Rs. 16.82 Lakh
Tata,Curvv,2269,235,Pure Plus S 1.5 Kryojet Diesel 7DCA,17891,Automatic (DCT),Diesel,1469990,Rs. 16.94 Lakh
Tata,Curvv,2269,235,Creative Plus S 1.2 Revotron Petrol 7DCA,17855,Automatic (DCT),Petrol,1519990,Rs. 17.33 Lakh
Tata,Curvv,2269,235,Creative Plus S 1.5 Kryojet Diesel 6MT,17883,Manual,Diesel,1519000,Rs. 17.84 Lakh
Tata,Curvv,2269,235,Accomplished S 1.2 Hyperion GDI Petrol 6MT,17865,Manual,Petrol,1599000,Rs. 18.17 Lakh
Tata,Curvv,2269,235,Creative S 1.5 Kryojet Diesel 7DCA,17893,Automatic (DCT),Diesel,1569990,Rs. 18.43 Lakh
Tata,Curvv,2269,235,Accomplished S 1.2 Revotron Petrol 7DCA,17859,Automatic (DCT),Petrol,1619990,Rs. 18.45 Lakh
Tata,Curvv,2269,235,Creative Plus S 1.2 Hyperion GDI Petrol 7DCA,17869,Automatic (DCT),Petrol,1649990,Rs. 18.75 Lakh
Tata,Curvv,2269,235,Accomplished S 1.5 Kryojet Diesel 6MT,17885,Manual,Diesel,1619000,Rs. 18.99 Lakh
Tata,Curvv,2269,235,Creative Plus S 1.5 Kryojet Diesel 7DCA,17895,Automatic (DCT),Diesel,1669990,Rs. 19.58 Lakh
Tata,Curvv,2269,235,Accomplished Plus A 1.2 Hyperion GDI Petrol 6MT,17867,Manual,Petrol,1749000,Rs. 19.85 Lakh
Tata,Curvv,2269,235,Accomplished S 1.2 Hyperion GDI Petrol 7DCA,17871,Automatic (DCT),Petrol,1749990,Rs. 19.86 Lakh
Tata,Curvv,2269,235,Accomplished Plus A 1.5 Kryojet Diesel 6MT,17887,Manual,Diesel,1769000,Rs. 20.73 Lakh
Tata,Curvv,2269,235,Accomplished S 1.5 Kryojet Diesel 7DCA,17897,Automatic (DCT),Diesel,1769990,Rs. 20.74 Lakh
Tata,Curvv,2269,235,Accomplished Plus A 1.2 Hyperion GDI Petrol 7DCA,17873,Automatic (DCT),Petrol,1899990,Rs. 21.54 Lakh
Tata,Curvv,2269,235,Accomplished Plus A 1.5 Kryojet Diesel 7DCA,17899,Automatic (DCT),Diesel,1899990,Rs. 22.24 Lakh
Tata,Punch,1238,235,Pure MT,18365,Manual,Petrol,612900,Rs. 6.99 Lakh
Tata,Punch,1238,235,Pure (O),18371,Manual,Petrol,669900,Rs. 7.62 Lakh
Tata,Punch,1238,235,Adventure MT,18367,Manual,Petrol,699900,Rs. 7.95 Lakh
Tata,Punch,1238,235,Pure iCNG,18403,Manual,CNG,722900,Rs. 8.20 Lakh
Tata,Punch,1238,235,Adventure Rhythm,18369,Manual,Petrol,734900,Rs. 8.33 Lakh
Tata,Punch,1238,235,Adventure AMT,18413,Automatic (AMT),Petrol,759900,Rs. 8.61 Lakh
Tata,Punch,1238,235,Adventure (S),18373,Manual,Petrol,759900,Rs. 8.61 Lakh
Tata,Punch,1238,235,Adventure Rhythm AMT,18385,Automatic (AMT),Petrol,794900,Rs. 9.00 Lakh
Tata,Punch,1238,235,Adventure iCNG,18401,Manual,CNG,794900,Rs. 9.00 Lakh
Tata,Punch,1238,235,Adventure Plus (S),18375,Manual,Petrol,809900,Rs. 9.19 Lakh
Tata,Punch,1238,235,Adventure (S) AMT,18387,Automatic (AMT),Petrol,819900,Rs. 9.30 Lakh
Tata,Punch,1238,235,Adventure Rhythm iCNG,18399,Manual,CNG,829900,Rs. 9.42 Lakh
Tata,Punch,1238,235,Accomplished Plus,18377,Manual,Petrol,829900,Rs. 9.42 Lakh
Tata,Punch,1238,235,Accomplished Plus Camo Edition MT,18609,Manual,Petrol,844900,Rs. 9.58 Lakh
Tata,Punch,1238,235,Adventure (S) iCNG,18405,Manual,CNG,854900,Rs. 9.69 Lakh
Tata,Punch,1238,235,Adventure Plus (S) AMT,18397,Automatic (AMT),Petrol,869900,Rs. 9.86 Lakh
Tata,Punch,1238,235,Accomplished Plus (S),18379,Manual,Petrol,879900,Rs. 9.97 Lakh
Tata,Punch,1238,235,Accomplished Plus AMT,18389,Automatic (AMT),Petrol,889900,Rs. 10.08 Lakh
Tata,Punch,1238,235,Accomplsihed Plus (S) Camo Edition MT,18611,Manual,Petrol,894900,Rs. 10.13 Lakh
Tata,Punch,1238,235,Creative Plus,18381,Manual,Petrol,899900,Rs. 10.19 Lakh
Tata,Punch,1238,235,Adventure Plus (S) iCNG,18407,Manual,CNG,904900,Rs. 10.24 Lakh
Tata,Punch,1238,235,Accomplished Plus Camo Edition AMT,18601,Automatic (AMT),Petrol,904900,Rs. 10.24 Lakh
Tata,Punch,1238,235,Creative Plus Camo Edition MT,18613,Manual,Petrol,914900,Rs. 10.35 Lakh
Tata,Punch,1238,235,Accomplished Plus (S) AMT,18391,Automatic (AMT),Petrol,939900,Rs. 10.63 Lakh
Tata,Punch,1238,235,Accomplished Plus iCNG,18409,Manual,CNG,939900,Rs. 10.63 Lakh
Tata,Punch,1238,235,Creative Plus (S),18383,Manual,Petrol,944900,Rs. 10.69 Lakh
Tata,Punch,1238,235,Accomplished Plus (S) Camo Edition AMT,18603,Automatic (AMT),Petrol,954900,Rs. 10.80 Lakh
Tata,Punch,1238,235,Creative Plus (S) Camo Edition MT,18615,Manual,Petrol,959900,Rs. 10.85 Lakh
Tata,Punch,1238,235,Creative Plus AMT,18393,Automatic (AMT),Petrol,959900,Rs. 10.85 Lakh
Tata,Punch,1238,235,Creative Plus Camo Edition AMT,18605,Automatic (AMT),Petrol,974900,Rs. 11.02 Lakh
Tata,Punch,1238,235,Accomplished Plus (S) iCNG,18411,Manual,CNG,989900,Rs. 11.18 Lakh
Tata,Punch,1238,235,Creative Plus (S) AMT,18395,Automatic (AMT),Petrol,999900,Rs. 11.29 Lakh
Tata,Punch,1238,235,Creative Plus (S) Camo Edition AMT,18607,Automatic (AMT),Petrol,1014900,Rs. 11.56 Lakh
Tata,Nexon,2333,235,Smart (O) 1.2 Petrol 5MT,17397,Manual,Petrol,799990,Rs. 9.05 Lakh
Tata,Nexon,2333,235,Smart Plus 1.2 Petrol 5MT,15027,Manual,Petrol,869990,Rs. 9.86 Lakh
Tata,Nexon,2333,235,Smart (O) 1.2 iCNG,18447,Manual,CNG,899000,Rs. 10.18 Lakh
Tata,Nexon,2333,235,Smart Plus (S) 1.2 Petrol 5MT,15029,Manual,Petrol,899990,Rs. 10.19 Lakh
Tata,Nexon,2333,235,Smart Plus 1.2 Petrol 6AMT,16643,Automatic (AMT),Petrol,949990,Rs. 10.74 Lakh
Tata,Nexon,2333,235,Smart Plus 1.2 iCNG,18449,Manual,CNG,969000,Rs. 10.95 Lakh
Tata,Nexon,2333,235,Pure 1.2 Petrol 6MT,14827,Manual,Petrol,969990,Rs. 10.96 Lakh
Tata,Nexon,2333,235,Smart Plus S 1.2 iCNG,18451,Manual,CNG,999000,Rs. 11.28 Lakh
Tata,Nexon,2333,235,Smart Plus 1.5 Diesel 5MT,17399,Manual,Diesel,999990,Rs. 11.28 Lakh
Tata,Nexon,2333,235,Pure (S) 1.2 Petrol 6MT,14973,Manual,Petrol,999990,Rs. 11.30 Lakh
Tata,Nexon,2333,235,Pure 1.2 Petrol 6AMT,16645,Automatic (AMT),Petrol,1039990,Rs. 11.84 Lakh
Tata,Nexon,2333,235,Smart Plus (S) 1.5 Diesel 5MT,17401,Manual,Diesel,1049990,Rs. 11.94 Lakh
Tata,Nexon,2333,235,Pure 1.2 iCNG,16421,Manual,CNG,1069000,Rs. 12.17 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 6MT,14829,Manual,Petrol,1069990,Rs. 12.18 Lakh
Tata,Nexon,2333,235,Pure (S) 1.2 Petrol 6AMT,16647,Automatic (AMT),Petrol,1069990,Rs. 12.18 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 6MT Dual Tone,14977,Manual,Petrol,1079990,Rs. 12.29 Lakh
Tata,Nexon,2333,235,Pure 1.5 Diesel 6MT,14877,Manual,Diesel,1099990,Rs. 12.50 Lakh
Tata,Nexon,2333,235,Pure S 1.2 iCNG,18453,Manual,CNG,1099990,Rs. 12.51 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 6MT Dark Edition,16529,Manual,Petrol,1099990,Rs. 12.51 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 6MT,14987,Manual,Petrol,1119990,Rs. 12.73 Lakh
Tata,Nexon,2333,235,Pure (S) 1.5 Diesel 6MT,14975,Manual,Diesel,1129990,Rs. 12.83 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 6MT Dual Tone,14989,Manual,Petrol,1129990,Rs. 12.85 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 6AMT,14825,Automatic (AMT),Petrol,1139990,Rs. 12.96 Lakh
Tata,Nexon,2333,235,Creative Plus (S) 1.2 Petrol 6MT,14991,Manual,Petrol,1149990,Rs. 13.07 Lakh
Tata,Nexon,2333,235,Creative 1.2 Petrol 6AMT Dual Tone,14979,Automatic (AMT),Petrol,1149990,Rs. 13.07 Lakh
Tata,Nexon,2333,235,Creative Plus 1.2 Petrol 6MT Dark Edition,16535,Manual,Petrol,1164990,Rs. 13.24 Lakh
